"region";"måned";"statistikkvariabel";"03616: Hotell og liknande overnattingsbedrifter. Kapasitetsutnytting og pris per rom, etter region, måned og statistikkvariabel"
"18 Nordland";"2013M05";"Kapasitetsutnytting av rom (prosent)";39,6
"18 Nordland";"2013M05";"Pris per rom (kr)";857
"18 Nordland";"2013M06";"Kapasitetsutnytting av senger (prosent)";47,4
"18 Nordland";"2013M06";"Kapasitetsutnytting av rom (prosent)";65,3
"18 Nordland";"2013M06";"Pris per rom (kr)";903
"18 Nordland";"2013M07";"Kapasitetsutnytting av senger (prosent)";52,8
"18 Nordland";"2013M07";"Kapasitetsutnytting av rom (prosent)";62,5
"18 Nordland";"2013M07";"Pris per rom (kr)";827
"18 Nordland";"2013M08";"Kapasitetsutnytting av senger (prosent)";42,4
"18 Nordland";"2013M08";"Kapasitetsutnytting av rom (prosent)";59
"18 Nordland";"2013M08";"Pris per rom (kr)";798
"18 Nordland";"2013M09";"Kapasitetsutnytting av senger (prosent)";33,5
"18 Nordland";"2013M09";"Kapasitetsutnytting av rom (prosent)";54,9
"18 Nordland";"2013M09";"Pris per rom (kr)";891
"18 Nordland";"2013M10";"Kapasitetsutnytting av senger (prosent)";26,6
"18 Nordland";"2013M10";"Kapasitetsutnytting av rom (prosent)";44,5
"18 Nordland";"2013M10";"Pris per rom (kr)";910
"18 Nordland";"2013M11";"Kapasitetsutnytting av senger (prosent)";27,3
"18 Nordland";"2013M11";"Kapasitetsutnytting av rom (prosent)";45,3
"18 Nordland";"2013M11";"Pris per rom (kr)";870
"18 Nordland";"2013M12";"Kapasitetsutnytting av senger (prosent)";19,5
"18 Nordland";"2013M12";"Kapasitetsutnytting av rom (prosent)";30,9
"18 Nordland";"2013M12";"Pris per rom (kr)";876
"18 Nordland";"2014M01";"Kapasitetsutnytting av senger (prosent)";20,6
"18 Nordland";"2014M01";"Kapasitetsutnytting av rom (prosent)";35
"18 Nordland";"2014M01";"Pris per rom (kr)";826
"18 Nordland";"2014M02";"Kapasitetsutnytting av senger (prosent)";26,3
"18 Nordland";"2014M02";"Kapasitetsutnytting av rom (prosent)";43,3
"18 Nordland";"2014M02";"Pris per rom (kr)";862
"18 Nordland";"2014M03";"Kapasitetsutnytting av senger (prosent)";32,7
"18 Nordland";"2014M03";"Kapasitetsutnytting av rom (prosent)";51,6
"18 Nordland";"2014M03";"Pris per rom (kr)";881
"18 Nordland";"2014M04";"Kapasitetsutnytting av senger (prosent)";22,9
"18 Nordland";"2014M04";"Kapasitetsutnytting av rom (prosent)";36,6
"18 Nordland";"2014M04";"Pris per rom (kr)";850
"18 Nordland";"2014M05";"Kapasitetsutnytting av senger (prosent)";30,3
"18 Nordland";"2014M05";"Kapasitetsutnytting av rom (prosent)";47,1
"18 Nordland";"2014M05";"Pris per rom (kr)";845
"18 Nordland";"2014M06";"Kapasitetsutnytting av senger (prosent)";51,1
"18 Nordland";"2014M06";"Kapasitetsutnytting av rom (prosent)";70
"18 Nordland";"2014M06";"Pris per rom (kr)";875
"18 Nordland";"2014M07";"Kapasitetsutnytting av senger (prosent)";60,6
"18 Nordland";"2014M07";"Kapasitetsutnytting av rom (prosent)";70,9
"18 Nordland";"2014M07";"Pris per rom (kr)";855
"18 Nordland";"2014M08";"Kapasitetsutnytting av senger (prosent)";45,4
"18 Nordland";"2014M08";"Kapasitetsutnytting av rom (prosent)";60
"18 Nordland";"2014M08";"Pris per rom (kr)";817
"18 Nordland";"2014M09";"Kapasitetsutnytting av senger (prosent)";32,7
"18 Nordland";"2014M09";"Kapasitetsutnytting av rom (prosent)";54,4
"18 Nordland";"2014M09";"Pris per rom (kr)";888
"18 Nordland";"2014M10";"Kapasitetsutnytting av senger (prosent)";26,5
"18 Nordland";"2014M10";"Kapasitetsutnytting av rom (prosent)";44,6
"18 Nordland";"2014M10";"Pris per rom (kr)";880
"18 Nordland";"2014M11";"Kapasitetsutnytting av senger (prosent)";26,8
"18 Nordland";"2014M11";"Kapasitetsutnytting av rom (prosent)";45,6
"18 Nordland";"2014M11";"Pris per rom (kr)";884
"18 Nordland";"2014M12";"Kapasitetsutnytting av senger (prosent)";20,2
"18 Nordland";"2014M12";"Kapasitetsutnytting av rom (prosent)";32,6
"18 Nordland";"2014M12";"Pris per rom (kr)";868
"18 Nordland";"2015M01";"Kapasitetsutnytting av senger (prosent)";20,3
"18 Nordland";"2015M01";"Kapasitetsutnytting av rom (prosent)";33,9
"18 Nordland";"2015M01";"Pris per rom (kr)";855
"18 Nordland";"2015M02";"Kapasitetsutnytting av senger (prosent)";27,8
"18 Nordland";"2015M02";"Kapasitetsutnytting av rom (prosent)";43,6
"18 Nordland";"2015M02";"Pris per rom (kr)";845
"18 Nordland";"2015M03";"Kapasitetsutnytting av senger (prosent)";30,1
"18 Nordland";"2015M03";"Kapasitetsutnytting av rom (prosent)";46,9
"18 Nordland";"2015M03";"Pris per rom (kr)";899
"18 Nordland";"2015M04";"Kapasitetsutnytting av senger (prosent)";26,7
"18 Nordland";"2015M04";"Kapasitetsutnytting av rom (prosent)";42,6
"18 Nordland";"2015M04";"Pris per rom (kr)";864
"18 Nordland";"2015M05";"Kapasitetsutnytting av senger (prosent)";30,7
"18 Nordland";"2015M05";"Kapasitetsutnytting av rom (prosent)";47,3
"18 Nordland";"2015M05";"Pris per rom (kr)";872
"18 Nordland";"2015M06";"Kapasitetsutnytting av senger (prosent)";51,1
"18 Nordland";"2015M06";"Kapasitetsutnytting av rom (prosent)";70
"18 Nordland";"2015M06";"Pris per rom (kr)";896
"18 Nordland";"2015M07";"Kapasitetsutnytting av senger (prosent)";62
"18 Nordland";"2015M07";"Kapasitetsutnytting av rom (prosent)";72,5
"18 Nordland";"2015M07";"Pris per rom (kr)";865
"18 Nordland";"2015M08";"Kapasitetsutnytting av senger (prosent)";46,4
"18 Nordland";"2015M08";"Kapasitetsutnytting av rom (prosent)";62,4
"18 Nordland";"2015M08";"Pris per rom (kr)";837
"18 Nordland";"2015M09";"Kapasitetsutnytting av senger (prosent)";32,4
"18 Nordland";"2015M09";"Kapasitetsutnytting av rom (prosent)";52,9
"18 Nordland";"2015M09";"Pris per rom (kr)";894
"18 Nordland";"2015M10";"Kapasitetsutnytting av senger (prosent)";28,1
"18 Nordland";"2015M10";"Kapasitetsutnytting av rom (prosent)";46,3
"18 Nordland";"2015M10";"Pris per rom (kr)";873
"18 Nordland";"2015M11";"Kapasitetsutnytting av senger (prosent)";30,7
"18 Nordland";"2015M11";"Kapasitetsutnytting av rom (prosent)";49,9
"18 Nordland";"2015M11";"Pris per rom (kr)";901
"18 Nordland";"2015M12";"Kapasitetsutnytting av senger (prosent)";22,8
"18 Nordland";"2015M12";"Kapasitetsutnytting av rom (prosent)";35,8
"18 Nordland";"2015M12";"Pris per rom (kr)";793
"18 Nordland";"2016M01";"Kapasitetsutnytting av senger (prosent)";23,2
"18 Nordland";"2016M01";"Kapasitetsutnytting av rom (prosent)";37,9
"18 Nordland";"2016M01";"Pris per rom (kr)";803
"18 Nordland";"2016M02";"Kapasitetsutnytting av senger (prosent)";29,4
"18 Nordland";"2016M02";"Kapasitetsutnytting av rom (prosent)";45,5
"18 Nordland";"2016M02";"Pris per rom (kr)";843
"18 Nordland";"2016M03";"Kapasitetsutnytting av senger (prosent)";26,4
"18 Nordland";"2016M03";"Kapasitetsutnytting av rom (prosent)";41,7
"18 Nordland";"2016M03";"Pris per rom (kr)";887
"18 Nordland";"2016M04";"Kapasitetsutnytting av senger (prosent)";30,6
"18 Nordland";"2016M04";"Kapasitetsutnytting av rom (prosent)";48,8
"18 Nordland";"2016M04";"Pris per rom (kr)";894
"18 Nordland";"2016M05";"Kapasitetsutnytting av senger (prosent)";28,4
"18 Nordland";"2016M05";"Kapasitetsutnytting av rom (prosent)";43,4
"18 Nordland";"2016M05";"Pris per rom (kr)";895
"18 Nordland";"2016M06";"Kapasitetsutnytting av senger (prosent)";55,7
"18 Nordland";"2016M06";"Kapasitetsutnytting av rom (prosent)";75,5
"18 Nordland";"2016M06";"Pris per rom (kr)";911
"18 Nordland";"2016M07";"Kapasitetsutnytting av senger (prosent)";68,6
"18 Nordland";"2016M07";"Kapasitetsutnytting av rom (prosent)";78,2
"18 Nordland";"2016M07";"Pris per rom (kr)";885
"18 Nordland";"2016M08";"Kapasitetsutnytting av senger (prosent)";51,5
"18 Nordland";"2016M08";"Kapasitetsutnytting av rom (prosent)";68,7
"18 Nordland";"2016M08";"Pris per rom (kr)";899
"18 Nordland";"2016M09";"Kapasitetsutnytting av senger (prosent)";35,7
"18 Nordland";"2016M09";"Kapasitetsutnytting av rom (prosent)";56,4
"18 Nordland";"2016M09";"Pris per rom (kr)";861
"18 Nordland";"2016M10";"Kapasitetsutnytting av senger (prosent)";27,9
"18 Nordland";"2016M10";"Kapasitetsutnytting av rom (prosent)";46,2
"18 Nordland";"2016M10";"Pris per rom (kr)";889
"18 Nordland";"2016M11";"Kapasitetsutnytting av senger (prosent)";29,4
"18 Nordland";"2016M11";"Kapasitetsutnytting av rom (prosent)";48
"18 Nordland";"2016M11";"Pris per rom (kr)";920
"18 Nordland";"2016M12";"Kapasitetsutnytting av senger (prosent)";21,4
"18 Nordland";"2016M12";"Kapasitetsutnytting av rom (prosent)";33
"18 Nordland";"2016M12";"Pris per rom (kr)";856
"18 Nordland";"2017M01";"Kapasitetsutnytting av senger (prosent)";24,6
"18 Nordland";"2017M01";"Kapasitetsutnytting av rom (prosent)";38,9
"18 Nordland";"2017M01";"Pris per rom (kr)";915
"18 Nordland";"2017M02";"Kapasitetsutnytting av senger (prosent)";30
"18 Nordland";"2017M02";"Kapasitetsutnytting av rom (prosent)";44,9
"18 Nordland";"2017M02";"Pris per rom (kr)";893
"18 Nordland";"2017M03";"Kapasitetsutnytting av senger (prosent)";33,8
"18 Nordland";"2017M03";"Kapasitetsutnytting av rom (prosent)";50,8
"18 Nordland";"2017M03";"Pris per rom (kr)";964
"18 Nordland";"2017M04";"Kapasitetsutnytting av senger (prosent)";24,8
"18 Nordland";"2017M04";"Kapasitetsutnytting av rom (prosent)";37,2
"18 Nordland";"2017M04";"Pris per rom (kr)";935
"18 Nordland";"2017M05";"Kapasitetsutnytting av senger (prosent)";32,9
"18 Nordland";"2017M05";"Kapasitetsutnytting av rom (prosent)";49,2
"18 Nordland";"2017M05";"Pris per rom (kr)";954
"18 Nordland";"2017M06";"Kapasitetsutnytting av senger (prosent)";54
"18 Nordland";"2017M06";"Kapasitetsutnytting av rom (prosent)";71,8
"18 Nordland";"2017M06";"Pris per rom (kr)";992
"18 Nordland";"2017M07";"Kapasitetsutnytting av senger (prosent)";66,8
"18 Nordland";"2017M07";"Kapasitetsutnytting av rom (prosent)";75,3
"18 Nordland";"2017M07";"Pris per rom (kr)";944
"18 Nordland";"2017M08";"Kapasitetsutnytting av senger (prosent)";53,6
"18 Nordland";"2017M08";"Kapasitetsutnytting av rom (prosent)";68
"18 Nordland";"2017M08";"Pris per rom (kr)";945
"18 Nordland";"2017M09";"Kapasitetsutnytting av senger (prosent)";37,5
"18 Nordland";"2017M09";"Kapasitetsutnytting av rom (prosent)";56,4
"18 Nordland";"2017M09";"Pris per rom (kr)";975
"18 Nordland";"2017M10";"Kapasitetsutnytting av senger (prosent)";32
"18 Nordland";"2017M10";"Kapasitetsutnytting av rom (prosent)";51
"18 Nordland";"2017M10";"Pris per rom (kr)";975
"18 Nordland";"2017M11";"Kapasitetsutnytting av senger (prosent)";29,2
"18 Nordland";"2017M11";"Kapasitetsutnytting av rom (prosent)";47,4
"18 Nordland";"2017M11";"Pris per rom (kr)";964
"18 Nordland";"2017M12";"Kapasitetsutnytting av senger (prosent)";21,3
"18 Nordland";"2017M12";"Kapasitetsutnytting av rom (prosent)";31,4
"18 Nordland";"2017M12";"Pris per rom (kr)";863
"18 Nordland";"2018M01";"Kapasitetsutnytting av senger (prosent)";22,2
"18 Nordland";"2018M01";"Kapasitetsutnytting av rom (prosent)";37
"18 Nordland";"2018M01";"Pris per rom (kr)";918
"18 Nordland";"2018M02";"Kapasitetsutnytting av senger (prosent)";29,4
"18 Nordland";"2018M02";"Kapasitetsutnytting av rom (prosent)";46,2
"18 Nordland";"2018M02";"Pris per rom (kr)";910
"18 Nordland";"2018M03";"Kapasitetsutnytting av senger (prosent)";28,5
"18 Nordland";"2018M03";"Kapasitetsutnytting av rom (prosent)";44,2
"18 Nordland";"2018M03";"Pris per rom (kr)";977
"18 Nordland";"2018M04";"Kapasitetsutnytting av senger (prosent)";28,4
"18 Nordland";"2018M04";"Kapasitetsutnytting av rom (prosent)";46,5
"18 Nordland";"2018M04";"Pris per rom (kr)";951
"18 Nordland";"2018M05";"Kapasitetsutnytting av senger (prosent)";30,8
"18 Nordland";"2018M05";"Kapasitetsutnytting av rom (prosent)";45,5
"18 Nordland";"2018M05";"Pris per rom (kr)";931
"18 Nordland";"2018M06";"Kapasitetsutnytting av senger (prosent)";54,3
"18 Nordland";"2018M06";"Kapasitetsutnytting av rom (prosent)";73,2
"18 Nordland";"2018M06";"Pris per rom (kr)";972
"18 Nordland";"2018M07";"Kapasitetsutnytting av senger (prosent)";62,5
"18 Nordland";"2018M07";"Kapasitetsutnytting av rom (prosent)";73,2
"18 Nordland";"2018M07";"Pris per rom (kr)";981
"18 Nordland";"2018M08";"Kapasitetsutnytting av senger (prosent)";54,3
"18 Nordland";"2018M08";"Kapasitetsutnytting av rom (prosent)";70,7
"18 Nordland";"2018M08";"Pris per rom (kr)";972
"18 Nordland";"2018M09";"Kapasitetsutnytting av senger (prosent)";35,2
"18 Nordland";"2018M09";"Kapasitetsutnytting av rom (prosent)";57,3
"18 Nordland";"2018M09";"Pris per rom (kr)";1001
"18 Nordland";"2018M10";"Kapasitetsutnytting av senger (prosent)";31,9
"18 Nordland";"2018M10";"Kapasitetsutnytting av rom (prosent)";52,8
"18 Nordland";"2018M10";"Pris per rom (kr)";1019
"18 Nordland";"2018M11";"Kapasitetsutnytting av senger (prosent)";31,1
"18 Nordland";"2018M11";"Kapasitetsutnytting av rom (prosent)";50,7
"18 Nordland";"2018M11";"Pris per rom (kr)";998
"18 Nordland";"2018M12";"Kapasitetsutnytting av senger (prosent)";20,6
"18 Nordland";"2018M12";"Kapasitetsutnytting av rom (prosent)";32,5
"18 Nordland";"2018M12";"Pris per rom (kr)";894
"18 Nordland";"2019M01";"Kapasitetsutnytting av senger (prosent)";23,7
"18 Nordland";"2019M01";"Kapasitetsutnytting av rom (prosent)";39,7
"18 Nordland";"2019M01";"Pris per rom (kr)";910
"18 Nordland";"2019M02";"Kapasitetsutnytting av senger (prosent)";32,3
"18 Nordland";"2019M02";"Kapasitetsutnytting av rom (prosent)";51
"18 Nordland";"2019M02";"Pris per rom (kr)";943
"18 Nordland";"2019M03";"Kapasitetsutnytting av senger (prosent)";34,2
"18 Nordland";"2019M03";"Kapasitetsutnytting av rom (prosent)";53,7
"18 Nordland";"2019M03";"Pris per rom (kr)";996
"18 Nordland";"2019M04";"Kapasitetsutnytting av senger (prosent)";25
"18 Nordland";"2019M04";"Kapasitetsutnytting av rom (prosent)";39,6
"18 Nordland";"2019M04";"Pris per rom (kr)";947
"18 Nordland";"2019M05";"Kapasitetsutnytting av senger (prosent)";33,4
"18 Nordland";"2019M05";"Kapasitetsutnytting av rom (prosent)";51,8
"18 Nordland";"2019M05";"Pris per rom (kr)";1026
"18 Nordland";"2019M06";"Kapasitetsutnytting av senger (prosent)";54,1
"18 Nordland";"2019M06";"Kapasitetsutnytting av rom (prosent)";73,7
"18 Nordland";"2019M06";"Pris per rom (kr)";1065
"18 Nordland";"2019M07";"Kapasitetsutnytting av senger (prosent)";64
"18 Nordland";"2019M07";"Kapasitetsutnytting av rom (prosent)";75,4
"18 Nordland";"2019M07";"Pris per rom (kr)";1015
"19 Troms - Romsa";"1985M01";"Kapasitetsutnytting av senger (prosent)";27,6
"19 Troms - Romsa";"1985M01";"Kapasitetsutnytting av rom (prosent)";42,3
"19 Troms - Romsa";"1985M01";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M02";"Kapasitetsutnytting av senger (prosent)";40,9
"19 Troms - Romsa";"1985M02";"Kapasitetsutnytting av rom (prosent)";60,5
"19 Troms - Romsa";"1985M02";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M03";"Kapasitetsutnytting av senger (prosent)";45,7
"19 Troms - Romsa";"1985M03";"Kapasitetsutnytting av rom (prosent)";65,7
"19 Troms - Romsa";"1985M03";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M04";"Kapasitetsutnytting av senger (prosent)";36,4
"19 Troms - Romsa";"1985M04";"Kapasitetsutnytting av rom (prosent)";52,4
"19 Troms - Romsa";"1985M04";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M05";"Kapasitetsutnytting av senger (prosent)";34
"19 Troms - Romsa";"1985M05";"Kapasitetsutnytting av rom (prosent)";50,2
"19 Troms - Romsa";"1985M05";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M06";"Kapasitetsutnytting av senger (prosent)";56,3
"19 Troms - Romsa";"1985M06";"Kapasitetsutnytting av rom (prosent)";71,4
"19 Troms - Romsa";"1985M06";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M07";"Kapasitetsutnytting av senger (prosent)";50,3
"19 Troms - Romsa";"1985M07";"Kapasitetsutnytting av rom (prosent)";58,4
"19 Troms - Romsa";"1985M07";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M08";"Kapasitetsutnytting av senger (prosent)";44,1
"19 Troms - Romsa";"1985M08";"Kapasitetsutnytting av rom (prosent)";59,5
"19 Troms - Romsa";"1985M08";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M09";"Kapasitetsutnytting av senger (prosent)";42,2
"19 Troms - Romsa";"1985M09";"Kapasitetsutnytting av rom (prosent)";61,6
"19 Troms - Romsa";"1985M09";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M10";"Kapasitetsutnytting av senger (prosent)";42,6
"19 Troms - Romsa";"1985M10";"Kapasitetsutnytting av rom (prosent)";63,9
"19 Troms - Romsa";"1985M10";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M11";"Kapasitetsutnytting av senger (prosent)";45,7
"19 Troms - Romsa";"1985M11";"Kapasitetsutnytting av rom (prosent)";65,5
"19 Troms - Romsa";"1985M11";"Pris per rom (kr)";0
"19 Troms - Romsa";"1985M12";"Kapasitetsutnytting av senger (prosent)";27,1
"19 Troms - Romsa";"1985M12";"Kapasitetsutnytting av rom (prosent)";41,6
"19 Troms - Romsa";"1985M12";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M01";"Kapasitetsutnytting av senger (prosent)";29,4
"19 Troms - Romsa";"1986M01";"Kapasitetsutnytting av rom (prosent)";46,2
"19 Troms - Romsa";"1986M01";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M02";"Kapasitetsutnytting av senger (prosent)";42,6
"19 Troms - Romsa";"1986M02";"Kapasitetsutnytting av rom (prosent)";60,8
"19 Troms - Romsa";"1986M02";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M03";"Kapasitetsutnytting av senger (prosent)";43,1
"19 Troms - Romsa";"1986M03";"Kapasitetsutnytting av rom (prosent)";57,4
"19 Troms - Romsa";"1986M03";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M04";"Kapasitetsutnytting av senger (prosent)";38,8
"19 Troms - Romsa";"1986M04";"Kapasitetsutnytting av rom (prosent)";57,7
"19 Troms - Romsa";"1986M04";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M05";"Kapasitetsutnytting av senger (prosent)";35,9
"19 Troms - Romsa";"1986M05";"Kapasitetsutnytting av rom (prosent)";51,8
"19 Troms - Romsa";"1986M05";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M06";"Kapasitetsutnytting av senger (prosent)";53,1
"19 Troms - Romsa";"1986M06";"Kapasitetsutnytting av rom (prosent)";66,4
"19 Troms - Romsa";"1986M06";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M07";"Kapasitetsutnytting av senger (prosent)";55,3
"19 Troms - Romsa";"1986M07";"Kapasitetsutnytting av rom (prosent)";61,7
"19 Troms - Romsa";"1986M07";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M08";"Kapasitetsutnytting av senger (prosent)";42,8
"19 Troms - Romsa";"1986M08";"Kapasitetsutnytting av rom (prosent)";56,7
"19 Troms - Romsa";"1986M08";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M09";"Kapasitetsutnytting av senger (prosent)";45,2
"19 Troms - Romsa";"1986M09";"Kapasitetsutnytting av rom (prosent)";65
"19 Troms - Romsa";"1986M09";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M10";"Kapasitetsutnytting av senger (prosent)";39,7
"19 Troms - Romsa";"1986M10";"Kapasitetsutnytting av rom (prosent)";61,7
"19 Troms - Romsa";"1986M10";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M11";"Kapasitetsutnytting av senger (prosent)";40,5
"19 Troms - Romsa";"1986M11";"Kapasitetsutnytting av rom (prosent)";61,1
"19 Troms - Romsa";"1986M11";"Pris per rom (kr)";0
"19 Troms - Romsa";"1986M12";"Kapasitetsutnytting av senger (prosent)";27,3
"19 Troms - Romsa";"1986M12";"Kapasitetsutnytting av rom (prosent)";41,5
"19 Troms - Romsa";"1986M12";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M01";"Kapasitetsutnytting av senger (prosent)";29
"19 Troms - Romsa";"1987M01";"Kapasitetsutnytting av rom (prosent)";44,3
"19 Troms - Romsa";"1987M01";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M02";"Kapasitetsutnytting av senger (prosent)";37,9
"19 Troms - Romsa";"1987M02";"Kapasitetsutnytting av rom (prosent)";58
"19 Troms - Romsa";"1987M02";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M03";"Kapasitetsutnytting av senger (prosent)";46,8
"19 Troms - Romsa";"1987M03";"Kapasitetsutnytting av rom (prosent)";67,2
"19 Troms - Romsa";"1987M03";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M04";"Kapasitetsutnytting av senger (prosent)";32,5
"19 Troms - Romsa";"1987M04";"Kapasitetsutnytting av rom (prosent)";47,2
"19 Troms - Romsa";"1987M04";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M05";"Kapasitetsutnytting av senger (prosent)";36,8
"19 Troms - Romsa";"1987M05";"Kapasitetsutnytting av rom (prosent)";55,5
"19 Troms - Romsa";"1987M05";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M06";"Kapasitetsutnytting av senger (prosent)";54,8
"19 Troms - Romsa";"1987M06";"Kapasitetsutnytting av rom (prosent)";69,4
"19 Troms - Romsa";"1987M06";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M07";"Kapasitetsutnytting av senger (prosent)";51,2
"19 Troms - Romsa";"1987M07";"Kapasitetsutnytting av rom (prosent)";59
"19 Troms - Romsa";"1987M07";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M08";"Kapasitetsutnytting av senger (prosent)";40,5
"19 Troms - Romsa";"1987M08";"Kapasitetsutnytting av rom (prosent)";55,4
"19 Troms - Romsa";"1987M08";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M09";"Kapasitetsutnytting av senger (prosent)";39
"19 Troms - Romsa";"1987M09";"Kapasitetsutnytting av rom (prosent)";60
"19 Troms - Romsa";"1987M09";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M10";"Kapasitetsutnytting av senger (prosent)";37,9
"19 Troms - Romsa";"1987M10";"Kapasitetsutnytting av rom (prosent)";58,8
"19 Troms - Romsa";"1987M10";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M11";"Kapasitetsutnytting av senger (prosent)";34,1
"19 Troms - Romsa";"1987M11";"Kapasitetsutnytting av rom (prosent)";53,6
"19 Troms - Romsa";"1987M11";"Pris per rom (kr)";0
"19 Troms - Romsa";"1987M12";"Kapasitetsutnytting av senger (prosent)";24,9
"19 Troms - Romsa";"1987M12";"Kapasitetsutnytting av rom (prosent)";39,3
"19 Troms - Romsa";"1987M12";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M01";"Kapasitetsutnytting av senger (prosent)";28,5
"19 Troms - Romsa";"1988M01";"Kapasitetsutnytting av rom (prosent)";43,7
"19 Troms - Romsa";"1988M01";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M02";"Kapasitetsutnytting av senger (prosent)";37,8
"19 Troms - Romsa";"1988M02";"Kapasitetsutnytting av rom (prosent)";56,6
"19 Troms - Romsa";"1988M02";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M03";"Kapasitetsutnytting av senger (prosent)";38,1
"19 Troms - Romsa";"1988M03";"Kapasitetsutnytting av rom (prosent)";58,3
"19 Troms - Romsa";"1988M03";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M04";"Kapasitetsutnytting av senger (prosent)";35,1
"19 Troms - Romsa";"1988M04";"Kapasitetsutnytting av rom (prosent)";53
"19 Troms - Romsa";"1988M04";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M05";"Kapasitetsutnytting av senger (prosent)";32,8
"19 Troms - Romsa";"1988M05";"Kapasitetsutnytting av rom (prosent)";47,5
"19 Troms - Romsa";"1988M05";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M06";"Kapasitetsutnytting av senger (prosent)";56,7
"19 Troms - Romsa";"1988M06";"Kapasitetsutnytting av rom (prosent)";70,8
"19 Troms - Romsa";"1988M06";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M07";"Kapasitetsutnytting av senger (prosent)";53
"19 Troms - Romsa";"1988M07";"Kapasitetsutnytting av rom (prosent)";58,8
"19 Troms - Romsa";"1988M07";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M08";"Kapasitetsutnytting av senger (prosent)";40
"19 Troms - Romsa";"1988M08";"Kapasitetsutnytting av rom (prosent)";52,8
"19 Troms - Romsa";"1988M08";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M09";"Kapasitetsutnytting av senger (prosent)";39,4
"19 Troms - Romsa";"1988M09";"Kapasitetsutnytting av rom (prosent)";57,8
"19 Troms - Romsa";"1988M09";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M10";"Kapasitetsutnytting av senger (prosent)";36,3
"19 Troms - Romsa";"1988M10";"Kapasitetsutnytting av rom (prosent)";53,8
"19 Troms - Romsa";"1988M10";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M11";"Kapasitetsutnytting av senger (prosent)";36,5
"19 Troms - Romsa";"1988M11";"Kapasitetsutnytting av rom (prosent)";55,1
"19 Troms - Romsa";"1988M11";"Pris per rom (kr)";0
"19 Troms - Romsa";"1988M12";"Kapasitetsutnytting av senger (prosent)";24,8
"19 Troms - Romsa";"1988M12";"Kapasitetsutnytting av rom (prosent)";36,1
"19 Troms - Romsa";"1988M12";"Pris per rom (kr)";0
"19 Troms - Romsa";"1989M01";"Kapasitetsutnytting av senger (prosent)";30,3
"19 Troms - Romsa";"1989M01";"Kapasitetsutnytting av rom (prosent)";45,3
"19 Troms - Romsa";"1989M01";"Pris per rom (kr)";0
"19 Troms - Romsa";"1989M02";"Kapasitetsutnytting av senger (prosent)";37,6
"19 Troms - Romsa";"1989M02";"Kapasitetsutnytting av rom (prosent)";56,2
"19 Troms - Romsa";"1989M02";"Pris per rom (kr)";0
"19 Troms - Romsa";"1989M03";"Kapasitetsutnytting av senger (prosent)";35,7
"19 Troms - Romsa";"1989M03";"Kapasitetsutnytting av rom (prosent)";53,4
"19 Troms - Romsa";"1989M03";"Pris per rom (kr)";0
"19 Troms - Romsa";"1989M04";"Kapasitetsutnytting av senger (prosent)";37,7
