"region";"måned";"statistikkvariabel";"03616: Hotell og liknande overnattingsbedrifter. Kapasitetsutnytting og pris per rom, etter region, måned og statistikkvariabel"
"0 Hele landet";"2016M12";"Kapasitetsutnytting av rom (prosent)";38,9
"0 Hele landet";"2016M12";"Pris per rom (kr)";891
"0 Hele landet";"2017M01";"Kapasitetsutnytting av senger (prosent)";28,7
"0 Hele landet";"2017M01";"Kapasitetsutnytting av rom (prosent)";44,9
"0 Hele landet";"2017M01";"Pris per rom (kr)";899
"0 Hele landet";"2017M02";"Kapasitetsutnytting av senger (prosent)";36,1
"0 Hele landet";"2017M02";"Kapasitetsutnytting av rom (prosent)";50,3
"0 Hele landet";"2017M02";"Pris per rom (kr)";931
"0 Hele landet";"2017M03";"Kapasitetsutnytting av senger (prosent)";36,2
"0 Hele landet";"2017M03";"Kapasitetsutnytting av rom (prosent)";54,3
"0 Hele landet";"2017M03";"Pris per rom (kr)";941
"0 Hele landet";"2017M04";"Kapasitetsutnytting av senger (prosent)";31,9
"0 Hele landet";"2017M04";"Kapasitetsutnytting av rom (prosent)";45,5
"0 Hele landet";"2017M04";"Pris per rom (kr)";925
"0 Hele landet";"2017M05";"Kapasitetsutnytting av senger (prosent)";36,6
"0 Hele landet";"2017M05";"Kapasitetsutnytting av rom (prosent)";54,7
"0 Hele landet";"2017M05";"Pris per rom (kr)";970
"0 Hele landet";"2017M06";"Kapasitetsutnytting av senger (prosent)";50,1
"0 Hele landet";"2017M06";"Kapasitetsutnytting av rom (prosent)";68
"0 Hele landet";"2017M06";"Pris per rom (kr)";990
"0 Hele landet";"2017M07";"Kapasitetsutnytting av senger (prosent)";59,5
"0 Hele landet";"2017M07";"Kapasitetsutnytting av rom (prosent)";66,8
"0 Hele landet";"2017M07";"Pris per rom (kr)";893
"0 Hele landet";"2017M08";"Kapasitetsutnytting av senger (prosent)";54,3
"0 Hele landet";"2017M08";"Kapasitetsutnytting av rom (prosent)";69,4
"0 Hele landet";"2017M08";"Pris per rom (kr)";945
"0 Hele landet";"2017M09";"Kapasitetsutnytting av senger (prosent)";42,6
"0 Hele landet";"2017M09";"Kapasitetsutnytting av rom (prosent)";63,1
"0 Hele landet";"2017M09";"Pris per rom (kr)";991
"0 Hele landet";"2017M10";"Kapasitetsutnytting av senger (prosent)";35,1
"0 Hele landet";"2017M10";"Kapasitetsutnytting av rom (prosent)";53,7
"0 Hele landet";"2017M10";"Pris per rom (kr)";943
"0 Hele landet";"2017M11";"Kapasitetsutnytting av senger (prosent)";35,4
"0 Hele landet";"2017M11";"Kapasitetsutnytting av rom (prosent)";55,8
"0 Hele landet";"2017M11";"Pris per rom (kr)";968
"0 Hele landet";"2017M12";"Kapasitetsutnytting av senger (prosent)";28,5
"0 Hele landet";"2017M12";"Kapasitetsutnytting av rom (prosent)";39,8
"0 Hele landet";"2017M12";"Pris per rom (kr)";927
"0 Hele landet";"2018M01";"Kapasitetsutnytting av senger (prosent)";30,1
"0 Hele landet";"2018M01";"Kapasitetsutnytting av rom (prosent)";46,2
"0 Hele landet";"2018M01";"Pris per rom (kr)";917
"0 Hele landet";"2018M02";"Kapasitetsutnytting av senger (prosent)";35,9
"0 Hele landet";"2018M02";"Kapasitetsutnytting av rom (prosent)";50,5
"0 Hele landet";"2018M02";"Pris per rom (kr)";946
"0 Hele landet";"2018M03";"Kapasitetsutnytting av senger (prosent)";35,6
"0 Hele landet";"2018M03";"Kapasitetsutnytting av rom (prosent)";50,4
"0 Hele landet";"2018M03";"Pris per rom (kr)";950
"0 Hele landet";"2018M04";"Kapasitetsutnytting av senger (prosent)";32,3
"0 Hele landet";"2018M04";"Kapasitetsutnytting av rom (prosent)";50
"0 Hele landet";"2018M04";"Pris per rom (kr)";940
"0 Hele landet";"2018M05";"Kapasitetsutnytting av senger (prosent)";34,8
"0 Hele landet";"2018M05";"Kapasitetsutnytting av rom (prosent)";50,7
"0 Hele landet";"2018M05";"Pris per rom (kr)";957
"0 Hele landet";"2018M06";"Kapasitetsutnytting av senger (prosent)";49,1
"0 Hele landet";"2018M06";"Kapasitetsutnytting av rom (prosent)";68,6
"0 Hele landet";"2018M06";"Pris per rom (kr)";1004
"0 Hele landet";"2018M07";"Kapasitetsutnytting av senger (prosent)";56,3
"0 Hele landet";"2018M07";"Kapasitetsutnytting av rom (prosent)";66,1
"0 Hele landet";"2018M07";"Pris per rom (kr)";926
"0 Hele landet";"2018M08";"Kapasitetsutnytting av senger (prosent)";52,8
"0 Hele landet";"2018M08";"Kapasitetsutnytting av rom (prosent)";69,1
"0 Hele landet";"2018M08";"Pris per rom (kr)";1002
"0 Hele landet";"2018M09";"Kapasitetsutnytting av senger (prosent)";38
"0 Hele landet";"2018M09";"Kapasitetsutnytting av rom (prosent)";60,1
"0 Hele landet";"2018M09";"Pris per rom (kr)";987
"0 Hele landet";"2018M10";"Kapasitetsutnytting av senger (prosent)";32,7
"0 Hele landet";"2018M10";"Kapasitetsutnytting av rom (prosent)";53,5
"0 Hele landet";"2018M10";"Pris per rom (kr)";930
"0 Hele landet";"2018M11";"Kapasitetsutnytting av senger (prosent)";32,8
"0 Hele landet";"2018M11";"Kapasitetsutnytting av rom (prosent)";53,3
"0 Hele landet";"2018M11";"Pris per rom (kr)";975
"0 Hele landet";"2018M12";"Kapasitetsutnytting av senger (prosent)";28,1
"0 Hele landet";"2018M12";"Kapasitetsutnytting av rom (prosent)";40,4
"0 Hele landet";"2018M12";"Pris per rom (kr)";942
"0 Hele landet";"2019M01";"Kapasitetsutnytting av senger (prosent)";29,5
"0 Hele landet";"2019M01";"Kapasitetsutnytting av rom (prosent)";46,6
"0 Hele landet";"2019M01";"Pris per rom (kr)";935
"0 Hele landet";"2019M02";"Kapasitetsutnytting av senger (prosent)";34,7
"0 Hele landet";"2019M02";"Kapasitetsutnytting av rom (prosent)";50,2
"0 Hele landet";"2019M02";"Pris per rom (kr)";965
"0 Hele landet";"2019M03";"Kapasitetsutnytting av senger (prosent)";35,6
"0 Hele landet";"2019M03";"Kapasitetsutnytting av rom (prosent)";54,7
"0 Hele landet";"2019M03";"Pris per rom (kr)";969
"0 Hele landet";"2019M04";"Kapasitetsutnytting av senger (prosent)";31
"0 Hele landet";"2019M04";"Kapasitetsutnytting av rom (prosent)";44,8
"0 Hele landet";"2019M04";"Pris per rom (kr)";942
"0 Hele landet";"2019M05";"Kapasitetsutnytting av senger (prosent)";36,9
"0 Hele landet";"2019M05";"Kapasitetsutnytting av rom (prosent)";54,8
"0 Hele landet";"2019M05";"Pris per rom (kr)";982
"0 Hele landet";"2019M06";"Kapasitetsutnytting av senger (prosent)";48,5
"0 Hele landet";"2019M06";"Kapasitetsutnytting av rom (prosent)";69,1
"0 Hele landet";"2019M06";"Pris per rom (kr)";1078
"0 Hele landet";"2019M07";"Kapasitetsutnytting av senger (prosent)";57,4
"0 Hele landet";"2019M07";"Kapasitetsutnytting av rom (prosent)";66,6
"0 Hele landet";"2019M07";"Pris per rom (kr)";964
